event_id,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor_1,assoc_actor1,inter1,actor2,assoc_actor2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM55005,23-January-2026,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),Al Shabaab,6,,,0,60,,706,Eastern Africa,Somalia,Galgaduud,Ceel Buur,,Ceel Buur,4.6815,46.6234,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, Al Shabaab organized a protest in Ceel Buur town (Ceel Buur, Galgaduud) against Israel's recognition of the Somaliland administration. During the protest, the forces showed solidarity with Al Shabaab fighters' operation Kudha, Lower Juba.",0,crowd size=no report,1769474342
SOM55038,23-January-2026,2026,1,Strategic developments,Strategic developments,Looting/property destruction,Hawiye-Hawadle Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Labor Group (Somalia); Unidentified Clan Group (Somalia),7,47,,706,Eastern Africa,Somalia,Hiraan,Belet Weyne,,Qod Qod,5.0818,45.682,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Looting: On 23 January 2026, Hawiye-Hawadle sub-clan militia carjacked commercial vehicles heading towards Galmudug, near Qod Qod village (Belet Weyne, Hiraan). The motive was due clan dispute.",0,,1770071682
SOM55039,23-January-2026,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Islamic State Somalia Province,,2,28,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, US forces conducted airstrikes targeting Islamic State Somalia Province position in the vicinity of the Golis Mountains, approximately 40 km southeast of Bossaso, near Buuraha Cali Miskat (Qandala, Bari). Casualties unknown.",0,,1776191110
SOM55040,23-January-2026,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,Military Forces of Somalia (2022-) National Intelligence and Security Agency,8,Al Shabaab,,2,28,,706,Eastern Africa,Somalia,Middle Juba,Jilib,,Kunyo Barrow,0.8014,43.3837,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, international forces (coded as Unidentified Military Forces) and government security forces (NISA) launched an airstrike against Al Shabaab position in Kunyo Barrow village (Jilib, Middle Juba). More than 10 senior Al Shabaab were killed, including the chief financial commander of the group.",10,,1770078493
SOM55041,23-January-2026,2026,1,Political violence,Battles,Armed clash,Darod-Leelkayse Sub-Clan Militia (Somalia),,4,Darod-Majeerteen Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Mudug,Gaalkacyo,,Roox,7.2105,47.4313,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, Darod Leelkase and Majeerteen clan militias clashed over a farmland dispute in Roox village (Gaalkacyo, Mudug). 2 people from the Majeerteen were killed.",2,,1770078493
SOM55149,23-January-2026,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Somalia),Labor Group (Somalia),7,27,Civilian targeting,706,Eastern Africa,Somalia,Middle Shabelle,Cadale,,Cadale,2.7603,46.3222,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, an IED planted by Al Shabaab exploded, targeting TM commercial vehicle traveling along the eastern outskirts of Warga Adhi, in the Hiilka area near Cadele town (Cadale, Middle Shabelle). There were no casualties.",0,,1770078493
SOM55150,23-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Jubaland Security Force,Military Forces of Somalia (2022-) Special Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kudhaa,-1.0351,41.9748,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, overnight, Jubaland security forces and government security forces (Danab) clashed with Al Shabaab near Kudhaa village (Badhaadhe, Lower Juba). 24 militants were killed and others were injured.",24,,1770078493
SOM55151,23-January-2026,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,Mareerey,2.116,45.05,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, an IED planted by an unknown armed group (likely Al Shabaab due to similar attacks by the group) exploded, targeting two government soldiers (SNA) traveling by motorcycle on the outskirts of Mareerey village (Afgooye, Lower Shabelle). There were no casualties.",0,,1770078493
SOM55152,23-January-2026,2026,1,Political violence,Violence against civilians,Attack,Hawiye-Abgal Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Hawiye-Abgal Sub-Clan Group (Somalia); Muslim Group (Somalia),7,47,Civilian targeting,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Raga Ceel,2.6557,46.0091,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 23 January 2026, Hawiye-Abgal sub-clan militia shot and killed an elderly religious cleric from the same clan in Biyo Madoowe area near Raga Ceel village (Balcad, Middle Shabelle). The motive was due to clan revenge.",1,,1770071682
SOM55042,24-January-2026,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Islamic State Somalia Province,,2,28,,706,Eastern Africa,Somalia,Bari,Qandala,,Buuraha Cali Miskat,10.8548,49.7434,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, US forces conducted airstrikes targeting Islamic State Somalia Province position in the vicinity of the Golis Mountains, approximately 40 km southeast of Bossaso, near Buuraha Cali Miskat (Qandala, Bari). Casualties unknown.",0,,1776191110
SOM55043,24-January-2026,2026,1,Political violence,Battles,Armed clash,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Gargaara Bari,10.3083,43.7835,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, Dir-Gadabuursi Bahabarmuse and Dir-Issa Mamasaan sub-clan militia clashed in Gargaara Bari village (Baki, Awdal). The motive was due to land dispute. An unknown number of people were injured.",0,,1770078493
SOM55044,24-January-2026,2026,1,Political violence,Battles,Armed clash,Police Forces of Somalia (2022-),,1,Military Forces of Somalia (2022-),,1,11,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Daynile,2.0576,45.2853,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, police forces and government security forces (SNA) clashed in Mogadishu - Daynile (Banadir). The motivation of the clash was unknown. 1 civilian bystander was injured.",0,,1770078493
SOM55045,24-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Buulo Sheekh,1.7531,44.5597,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, government security forces (SNA) clashed with Al Shabaab in Bulo Siidow village, near Buulo Sheekh village (Qoryooley, Lower Shabelle). There were no casualties.",0,,1770078493
SOM55046,24-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Qoryooley,1.7878,44.53,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, government security forces (SNA) clashed with Al Shabaab near Qoryooley town (Qoryooley, Lower Shabelle). There were no casualties.",0,,1770078493
SOM55047,24-January-2026,2026,1,Political violence,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Somalia),,7,27,Civilian targeting,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Doon Buraale,1.7276,44.4434,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, Al Shabaab assaulted two civilians in Doon Buraale village (Qoryooley, Lower Shabelle). No information on injuries.",0,,1770078493
SOM55048,24-January-2026,2026,1,Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,2,,,0,20,,706,Eastern Africa,Somalia,Bari,Bossaso,,Galgala,10.9901,49.0568,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Movement of forces: On 24 January 2026, Al Shabaab were observed regrouping near Galgala village (Bossaso, Bari).",0,,1770078493
SOM55049,24-January-2026,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Somalia (2022-) Puntland Dervish Force,,1,Islamic State Somalia Province,,2,12,,706,Eastern Africa,Somalia,Bari,Qandala,,Dasaan,11.1703,49.8239,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Defusal: On 24 January 2026, Puntland Dervish Force defused and neutralized an IED planted by Islamic State Somalia Province near Dasaana village (Qandala, Bari).",0,,1770078493
SOM55050,24-January-2026,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Somalia (2022-) Puntland Dervish Force,,1,Islamic State Somalia Province,,2,12,,706,Eastern Africa,Somalia,Bari,Qandala,,Dhaadaar,11.128,49.8755,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Defusal: On 24 January 2026, Puntland Dervish Force defused and neutralized an IED planted by Islamic State Somalia Province near Dhaadaar village (Qandala, Bari).",0,,1770078493
SOM55051,24-January-2026,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),,6,,,0,60,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Kaxda,2.0399,45.2384,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, residents protested in Mogadishu - Kaxda (Banadir) demanding better services from the fighter fighters department of the local administration",0,crowd size=no report,1770078493
SOM55153,24-January-2026,2026,1,Political violence,Battles,Armed clash,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Cali-Haidh,10.0463,43.7859,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, Dir-Gadabuursi Bahabarmuse and Dir-Issa Mamasaan sub-clan militia clashed in Cali-Haidh village (Baki, Awdal). The motive was due to land dispute. At least 3 people were killed, and several others were injured. The clash continued the following day (coded separately).",3,,1770078493
SOM55154,24-January-2026,2026,1,Political violence,Battles,Armed clash,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Gargaara Bari,10.3083,43.7835,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, Dir-Gadabuursi Bahabarmuse and Dir-Issa Mamasaan sub-clan militia clashed in Toorobora area, near Gargaara Bari village (Baki, Awdal). The motive was due to land dispute. 1 person was killed.",1,,1770078493
SOM55155,24-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Haduuman,1.7632,44.5644,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, government security forces (SNA) clashed with Al Shabaab in Haduuman village (Qoryooley, Lower Shabelle). There were no casualties.",0,,1770078493
SOM55156,24-January-2026,2026,1,Political violence,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Somalia),Military Forces of Somalia (2022-),7,27,Civilian targeting,706,Eastern Africa,Somalia,Middle Juba,Jilib,,Jilib,0.4833,42.7666,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, Al Shabaab shot and killed 5 civilians at a public square in Jilib town (Jilib, Middle Shabelle) after accusing them of spying for government security forces (SNA). Al Shabaab claimed responsibility.",5,,1770078493
SOM55157,24-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Jubaland Security Force,Military Forces of Somalia (2022-) Special Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kudhaa,-1.0351,41.9748,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, Jubaland security forces and government security forces (Danab) clashed with Al Shabaab near Kudhaa village (Badhaadhe, Lower Juba). 4 militants were killed.",4,,1770078493
SOM55158,24-January-2026,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Somalia (2022-) Jubaland Security Force,Military Forces of Somalia (2022-) Special Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kudhaa,-1.0351,41.9748,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Defusal: On 24 January 2026, Jubaland security forces and government security forces (Danab) defused 8 IEDs planted by Al Shabaab in Kudhaa village (Badhaadhe, Lower Juba).",0,,1770078493
SOM55159,24-January-2026,2026,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Somalia),,6,Police Forces of Somalia (2022-),,1,16,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Daynile,2.0576,45.2853,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, residents protested at the former military site in Mogadishu - Daynile (Banadir) against the forced eviction by the government. Police forces from the Banadir Regional Administration opened fire to disperse the crowd. 2 protesters were injured.",0,crowd size=no report,1770078493
SOM55160,24-January-2026,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),Labor Group (Somalia),6,,,0,60,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Heliwa,2.0844,45.39,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, residents and business owners protested at the Suuqa Daryeel area in Suuqa Xoolaha neighborhood in Mogadishu - Heliwa (Banadir) against the forced eviction by the government.",0,crowd size=no report,1770078493
SOM55171,24-January-2026,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),,6,,,0,60,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Heliwa,2.0844,45.39,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 24 January 2026, hundreds of residents, including women, protested in Mogadishu - Heliwa (Banadir) against Israel's recognition of Somaliland as an independent state.",0,crowd size=hundreds,1770078493
SOM55052,25-January-2026,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Somalia (2022-) National Intelligence and Security Agency,Unidentified Military Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Middle Juba,Jilib,,Kunyo Barrow,0.8014,43.3837,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, government security forces (NISA) and international forces (described as allied forces, coded as Unidentified Military Forces), launched an airstrike targeting an Al Shabaab hideout in Kunyo Barrow village (Jilib, Middle Shabelle). Casualties unknown.",0,,1770078493
SOM55053,25-January-2026,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Somalia (2022-),8,Al Shabaab,,2,28,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Warshiikh,2.2983,45.798,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, US forces and government security forces (SNA) launched an airstrike against Al Shabaab position in Jabad Godane village near Warshiikh village (Balcad, Middle Shabelle). Casualties unknown.",0,,1770078493
SOM55054,25-January-2026,2026,1,Political violence,Battles,Armed clash,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Cali-Haidh,10.0463,43.7859,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, for the second day, Dir-Gadabuursi Bahabarmuse and Dir-Issa Mamasaan sub-clan militia clashed in Cali-Haidh village (Baki, Awdal). The motive was due to land dispute. There were no casualties.",0,,1770078493
SOM55056,25-January-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,Police Forces of Somalia (2022-) Southwest Special Police Forces,,1,12,,706,Eastern Africa,Somalia,Bay,Baydhaba,,Gufguduud Burey,3.3147,43.4699,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Al Shabaab ambushed Southwest Special Police Forces (SWSPF) near Gufguduud Burey village (Baydhaba, Bay). 1 soldier was injured.",0,,1770078493
SOM55057,25-January-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Ceel Waregow,1.8087,44.7994,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Al Shabaab clashed with government security forces (SNA) at a base in Ceel Waregow village (Marka, Lower Shabelle). 3 soldiers were injured.",0,,1770078493
SOM55058,25-January-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Danow,1.7317,44.6253,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Al Shabaab clashed with government security forces (SNA) at a base in Danow village (Marka, Lower Shabelle). 1 soldier was injured.",0,,1770078493
SOM55059,25-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) National Intelligence and Security Agency,,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Doonka-Daafeedow,1.7671,44.6512,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, government security forces (NISA) clashed with Al Shabaab at a hideout checkpoint in Doonka-Daafeedow village (Marka, Lower Shabelle). There were no casualties.",0,,1770078493
SOM55060,25-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) National Intelligence and Security Agency,,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Mushaani,1.7774,44.6591,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, government security forces (NISA) clashed with Al Shabaab at a hideout checkpoint in Mushaani village (Marka, Lower Shabelle). There were no casualties.",0,,1770078493
SOM55061,25-January-2026,2026,1,Political violence,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Somalia),Farmers (Somalia),7,27,Civilian targeting,706,Eastern Africa,Somalia,Lower Shabelle,Marka,,Busley,1.5702,44.4488,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Al Shabaab attacked and injured a farmer in Busley village (Marka, Lower Shabelle).",0,,1770078493
SOM55062,25-January-2026,2026,1,Political violence,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Somalia),,7,27,Civilian targeting,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Ugunji,1.8734,44.7208,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Al Shabaab assaulted a civilian in Ugunji village (Qoryooley, Lower Shabelle).",0,,1770078493
SOM55063,25-January-2026,2026,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Somaliland (2024-),,1,,,0,10,,706,Eastern Africa,Somalia,Awdal,Zeylac,,Lawya Caddo,11.4599,43.2591,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Movement of forces: On 25 January 2026, Somaliland security forces deployed troops to areas near Lawya Caddo village (Zeylac, Awdal), located along the Somaliland-Djibouti border.",0,,1770071682
SOM55064,25-January-2026,2026,1,Strategic developments,Strategic developments,Change to group/activity,Islamic State Somalia Province,,2,,,0,20,,706,Eastern Africa,Somalia,Bari,Qandala,,Gaatir-Oodan,11.0295,49.9414,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Movement of forces: On 25 January 2026, Islamic State Somalia Province were observed regrouping near Gaatir-Oodan village (Qandala, Bari).",0,,1770078493
SOM55065,25-January-2026,2026,1,Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,2,,,0,20,,706,Eastern Africa,Somalia,Bay,Baydhaba,,Daynuunay,3.0399,43.7969,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Movement of forces: On 25 January 2026, Al Shabaab arrived on the outskirts of Daynuunay village (Baydhaba, Bay).",0,,1770078493
SOM55066,25-January-2026,2026,1,Strategic developments,Strategic developments,Headquarters or base established,Islamic State Somalia Province,,2,,,0,20,,706,Eastern Africa,Somalia,Bari,Qandala,,Qandala,11.471,49.8726,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Islamic State Somalia Province created and established a base in the Ceelka Wangable area near Qandala town (Qandala, Bari).",0,,1770078493
SOM55067,25-January-2026,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),Refugees/IDPs (Somalia),6,,,0,60,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Garasbaaley,2.0611,45.2589,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, residents protested in Baydhaba Yarey IDP camp in Mogadishu - Garasbaaley (Banadir) demanding better services from the fighter fighters department of the local administration.",0,crowd size=no report,1770078493
SOM55068,25-January-2026,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,Laantabuur,2.0537,45.0548,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Al Shabaab fired mortar shells targeting government security forces (SNA) at a base in Laantabuur village (Afgooye, Lower Shabelle). The shells landed inside the base. There were no casualties.",0,,1770078493
SOM55069,25-January-2026,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,Lambar 50,1.99,44.9859,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Al Shabaab fired mortar shells targeting government security forces (SNA) at a base in Lambar 50 village (Afgooye, Lower Shabelle). The shells landed inside the base. There were no casualties.",0,,1770078493
SOM55161,25-January-2026,2026,1,Political violence,Battles,Armed clash,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Baki,9.8921,43.3853,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Dir-Gadabuursi Bahabarmuse and Dir-Issa Mamasaan sub-clan militia clashed in Baki (Baki, Awdal). The motive was due to land dispute. There were no casualties.",0,,1770078493
SOM55162,25-January-2026,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Civilians (Somalia),,7,27,Civilian targeting,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Balcad,2.3468,45.3902,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, an IED planted by Al Shabaab exploded, targeting a Toyota Noah traveling from Mogadishu, on the outskirts of Balcad town (Balcad, Middle Shabelle). 2 civilians were killed and few passengers were injured.",2,,1770078493
SOM55163,25-January-2026,2026,1,Political violence,Battles,Armed clash,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Gargaara Bari,10.3083,43.7835,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Dir-Gadabuursi Bahabarmuse and Dir-Issa Mamasaan sub-clan militia clashed in Toorobora area, near Gargaara Bari village (Baki, Awdal). The motive was due to land dispute. 8 people were killed and more than 17 others were injured.",8,,1770078493
SOM55164,25-January-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Garasbaaley,2.0611,45.2589,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, overnight, Al Shabaab clashed with government security forces (SNA) at a checkpoint in Weydow neighborhood in Mogadishu - Garasbaaley (Banadir). 1 soldier was killed and 1 other was injured. Al Shabaab claimed responsibility.",1,,1770078493
SOM55165,25-January-2026,2026,1,Political violence,Battles,Armed clash,Hawiye-Abgal Sub-Clan Militia (Somalia),,4,Al Shabaab,,2,24,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Raga Ceel,2.6557,46.0091,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Hawiye-Abgal sub-clan militia clashed with Al Shabaab near Raga Ceel village (Balcad, Middle Shabelle). 1 senior Al Shabaab was killed.",1,,1770078493
SOM55166,25-January-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Sablaale,,Sablaale,1.2495,43.8045,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, government security forces (SNA) clashed with Al Shabaab at a hideout in the vicinity of Sablaale town (Sablaale, Lower Shabelle). 1 senior militant was killed, an AK-47 and 1 motorcycle were confiscated.",1,,1770078493
SOM55167,25-January-2026,2026,1,Political violence,Battles,Armed clash,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Sheed-Dheer,10.3018,43.5233,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 25 January 2026, Dir-Gadabuursi Bahabarmuse and Dir-Issa Mamasaan sub-clan militia clashed in Sheed-Dheer village (Baki, Awdal). The motive was due to land dispute and clan revenge. 11 people were killed, and 5 others were injured on both sides.",11,,1770078493
SOM55070,26-January-2026,2026,1,Political violence,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Somalia),,7,27,Civilian targeting,706,Eastern Africa,Somalia,Middle Juba,Jilib,,Jilib,0.4833,42.7666,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 26 January 2026, Al Shabaab abducted three civilians traveling from Kismaayo to Mogadishu in Jilib town (Jilib, Middle Juba). The victims failed to answer Al Shabaab amniyaat questions.",0,,1770078493
SOM55071,26-January-2026,2026,1,Strategic developments,Strategic developments,Agreement,Hawiye-Hawadle-Ali Madaxweyne Sub-Clan Militia (Somalia),,4,Hawiye-Hawadle-Madaxweyne Ciise Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Hiraan,Belet Weyne,,Belet Weyne,4.736,45.2043,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 26 January 2026, Hawiye-Hawadle-Ali Madaxweyne sub-clan militia and Hawiye-Hawadle-Madaxweyne Ciise sub-clan reached an agreement in Belet Weyne town (Belet Weyne, Hiraan). The militias elected and supported the Sultan of Beesha Dige.",0,,1770078493
SOM55072,26-January-2026,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Somalia (2022-),8,Al Shabaab,,2,28,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Warshiikh,2.2983,45.798,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 26 January 2026, US forces and government security forces (SNA) launched an airstrike against Al Shabaab position in Jabad Godane village near Warshiikh village (Balcad, Middle Shabelle). Casualties unknown.",0,,1770078493
